,Year,Age,Value
14540,2012,43965,16.01150027
14541,2013,<5,241.3539221
14542,2013,>70,448.681793
14543,2013,50-69,301.0999396
14544,2013,43965,15.68984149
14545,2014,<5,215.8618522
14546,2014,>70,437.2538961
14547,2014,50-69,294.7709001
14548,2014,43965,14.71139035
14549,2015,<5,194.7170775
14550,2015,>70,423.7177506
14551,2015,50-69,287.5950463
14552,2015,43965,13.8275939
14553,2016,<5,179.2434426
14554,2016,>70,426.243355
14555,2016,50-69,289.7007009
14556,2016,43965,13.25372958
14557,2017,<5,163.6087794
14558,2017,>70,421.6822847
14559,2017,50-69,288.0211097
14560,2017,43965,12.41269358
14561,1990,<5,3.416389179
14562,1990,>70,90.10272696
14563,1990,50-69,96.49373954
14564,1990,43965,0.577221791
14565,1991,<5,2.929261044
14566,1991,>70,83.6009334
14567,1991,50-69,86.39801808
14568,1991,43965,0.50496772
14569,1992,<5,2.76516915
14570,1992,>70,80.59034346
14571,1992,50-69,81.40849911
14572,1992,43965,0.460185248
14573,1993,<5,2.573958236
14574,1993,>70,76.04325932
14575,1993,50-69,76.80433309
14576,1993,43965,0.416541824
14577,1994,<5,2.156351824
14578,1994,>70,71.62571138
14579,1994,50-69,70.43887306
14580,1994,43965,0.356202313
14581,1995,<5,1.933934801
14582,1995,>70,66.81595465
14583,1995,50-69,63.39692272
14584,1995,43965,0.288457536
14585,1996,<5,1.835488056
14586,1996,>70,63.54516538
14587,1996,50-69,57.07968874
14588,1996,43965,0.222871712
14589,1997,<5,1.546554049
14590,1997,>70,62.03654618
14591,1997,50-69,54.67152955
14592,1997,43965,0.189551813
14593,1998,<5,1.243492523
14594,1998,>70,57.79452518
14595,1998,50-69,49.51071983
14596,1998,43965,0.161089465
14597,1999,<5,1.120016814
14598,1999,>70,55.03148642
14599,1999,50-69,46.2382088
14600,1999,43965,0.152556354
14601,2000,<5,0.826104753
14602,2000,>70,51.95431054
14603,2000,50-69,43.1660266
14604,2000,43965,0.127192883
14605,2001,<5,0.669010236
14606,2001,>70,48.31989614
14607,2001,50-69,40.88755389
14608,2001,43965,0.1029948
14609,2002,<5,0.601605486
14610,2002,>70,45.2630893
14611,2002,50-69,38.84541085
14612,2002,43965,0.092993374
14613,2003,<5,0.50403103
14614,2003,>70,43.37780213
14615,2003,50-69,36.38249445
14616,2003,43965,0.080643599
14617,2004,<5,0.464211209
14618,2004,>70,42.37829276
14619,2004,50-69,34.43184151
14620,2004,43965,0.070237853
14621,2005,<5,0.425063276
14622,2005,>70,44.47574345
14623,2005,50-69,34.06653137
14624,2005,43965,0.062986972
14625,2006,<5,0.382567359
14626,2006,>70,44.65025556
14627,2006,50-69,32.57321421
14628,2006,43965,0.059996341
14629,2007,<5,0.371851797
14630,2007,>70,42.0166868
14631,2007,50-69,31.25913929
14632,2007,43965,0.054963882
14633,2008,<5,0.329529059
14634,2008,>70,40.90000531
14635,2008,50-69,31.0406506
14636,2008,43965,0.05207659
14637,2009,<5,0.30000076
14638,2009,>70,39.65926322
14639,2009,50-69,30.42970793
14640,2009,43965,0.050985967
14641,2010,<5,0.255000276
14642,2010,>70,38.22761952
14643,2010,50-69,28.97846677
14644,2010,43965,0.041030436
14645,2011,<5,0.238547336
14646,2011,>70,35.75425603
14647,2011,50-69,27.39926491
14648,2011,43965,0.033436905
14649,2012,<5,0.222550066
14650,2012,>70,35.13497065
14651,2012,50-69,26.36137746
14652,2012,43965,0.02842096
14653,2013,<5,0.188479027
14654,2013,>70,32.8221106
14655,2013,50-69,24.41609515
14656,2013,43965,0.024718449
14657,2014,<5,0.172870552
14658,2014,>70,30.99903849
14659,2014,50-69,23.35788757
14660,2014,43965,0.02206178
14661,2015,<5,0.146822363
14662,2015,>70,29.96486199
14663,2015,50-69,22.8681396
14664,2015,43965,0.018735022
14665,2016,<5,0.12013518
14666,2016,>70,29.11391583
14667,2016,50-69,22.41629928
14668,2016,43965,0.017793515
14669,2017,<5,0.110256592
14670,2017,>70,27.83481684
14671,2017,50-69,21.17858606
14672,2017,43965,0.017108776
14673,1990,<5,3398.157181
14674,1990,>70,5661.247692
14675,1990,50-69,3460.065341
14676,1990,43965,181.2566425
14677,1991,<5,3213.722461
14678,1991,>70,5591.303082
14679,1991,50-69,3396.23461
14680,1991,43965,152.249003
14681,1992,<5,3037.612923
14682,1992,>70,5600.496533
14683,1992,50-69,3398.716362
14684,1992,43965,129.4182541
14685,1993,<5,2754.80861
14686,1993,>70,5609.239403
14687,1993,50-69,3385.136149
14688,1993,43965,115.6459347
14689,1994,<5,2439.845541
14690,1994,>70,5537.402913
14691,1994,50-69,3299.135285
14692,1994,43965,100.714335
14693,1995,<5,2159.491116
14694,1995,>70,5487.072055
14695,1995,50-69,3296.053778
14696,1995,43965,90.73224434
14697,1996,<5,1934.88972
14698,1996,>70,5309.646892
14699,1996,50-69,3196.180945
14700,1996,43965,82.28097319
14701,1997,<5,1694.699683
14702,1997,>70,5185.4548
14703,1997,50-69,3136.091221
14704,1997,43965,72.45753615
14705,1998,<5,1456.111336
14706,1998,>70,5055.553515
14707,1998,50-69,3046.885176
14708,1998,43965,62.00158077
14709,1999,<5,1264.619738
14710,1999,>70,4863.714279
14711,1999,50-69,2918.141331
14712,1999,43965,54.0827791
14713,2000,<5,1093.158063
14714,2000,>70,4645.583864
14715,2000,50-69,2768.505319
14716,2000,43965,47.94289208
14717,2001,<5,962.8338045
14718,2001,>70,4593.263306
14719,2001,50-69,2676.712991
14720,2001,43965,43.16467048
14721,2002,<5,862.3490325
14722,2002,>70,4712.324967
14723,2002,50-69,2702.462662
14724,2002,43965,39.86634611
14725,2003,<5,752.4560362
14726,2003,>70,4853.40422
14727,2003,50-69,2730.307089
14728,2003,43965,37.83450141
14729,2004,<5,652.2346847
14730,2004,>70,4877.521947
14731,2004,50-69,2677.495085
14732,2004,43965,36.10978299
14733,2005,<5,559.0840173
14734,2005,>70,5045.233429
14735,2005,50-69,2730.577584
14736,2005,43965,34.6072716
14737,2006,<5,488.5787097
14738,2006,>70,4986.494542
14739,2006,50-69,2685.955428
14740,2006,43965,33.07447274
14741,2007,<5,437.1134613
14742,2007,>70,5018.804241
14743,2007,50-69,2664.699788
14744,2007,43965,31.92528815
14745,2008,<5,412.4143784
14746,2008,>70,5327.735556
14747,2008,50-69,2808.549666
14748,2008,43965,31.53650912
14749,2009,<5,406.8962416
14750,2009,>70,5641.693471
14751,2009,50-69,2946.240745
14752,2009,43965,33.14867379
14753,2010,<5,404.3788738
14754,2010,>70,5825.324336
14755,2010,50-69,2959.810617
14756,2010,43965,30.70103876
14757,2011,<5,399.2069478
14758,2011,>70,5728.779057
14759,2011,50-69,2897.158805
14760,2011,43965,28.14995912
14761,2012,<5,385.4672244
14762,2012,>70,5938.187074
14763,2012,50-69,3019.029025
14764,2012,43965,26.61301257
14765,2013,<5,366.8702382
14766,2013,>70,6184.243837
14767,2013,50-69,3108.287878
14768,2013,43965,25.00464503
14769,2014,<5,354.5429445
14770,2014,>70,6547.565761
14771,2014,50-69,3327.053845
14772,2014,43965,24.64175809
14773,2015,<5,333.0203122
14774,2015,>70,6720.735077
14775,2015,50-69,3425.61429
14776,2015,43965,23.92400425
14777,2016,<5,303.018593
14778,2016,>70,6878.712727
14779,2016,50-69,3602.044609
14780,2016,43965,22.92836261
14781,2017,<5,288.1001522
14782,2017,>70,6829.36643
14783,2017,50-69,3617.875902
14784,2017,43965,22.06568389
14785,1990,<5,8.068594843
14786,1990,>70,20.29980971
14787,1990,50-69,21.98721521
14788,1990,43965,0.598368427
14789,1991,<5,7.278268917
14790,1991,>70,19.96279487
14791,1991,50-69,21.2038341
14792,1991,43965,0.573135134
14793,1992,<5,6.606710845
14794,1992,>70,19.65042436
14795,1992,50-69,20.49066273
14796,1992,43965,0.54988476
14797,1993,<5,5.909676731
14798,1993,>70,19.19147524
14799,1993,50-69,19.69230236
14800,1993,43965,0.521573812
14801,1994,<5,5.399071814
14802,1994,>70,18.76147095
14803,1994,50-69,19.02868462
14804,1994,43965,0.498287189
14805,1995,<5,4.815643841
14806,1995,>70,18.30747866
14807,1995,50-69,18.3786554
14808,1995,43965,0.472540496
14809,1996,<5,4.343834438
14810,1996,>70,18.02623851
14811,1996,50-69,18.02225252
14812,1996,43965,0.448173974
14813,1997,<5,3.87108623
14814,1997,>70,17.74865531
14815,1997,50-69,17.75090502
14816,1997,43965,0.423774646
14817,1998,<5,3.449020262
14818,1998,>70,17.38591628
14819,1998,50-69,17.48495329
14820,1998,43965,0.399371206
14821,1999,<5,3.067175839
14822,1999,>70,16.98602541
14823,1999,50-69,17.21945471
14824,1999,43965,0.374666128
14825,2000,<5,2.697621475
14826,2000,>70,16.37032269
14827,2000,50-69,16.58854389
14828,2000,43965,0.347841371
14829,2001,<5,2.381444476
14830,2001,>70,16.10185635
14831,2001,50-69,16.579156
14832,2001,43965,0.323698566
14833,2002,<5,2.106926175
14834,2002,>70,15.80387794
14835,2002,50-69,16.44501252
14836,2002,43965,0.300970531
14837,2003,<5,1.845725048
14838,2003,>70,15.40486837
14839,2003,50-69,16.20431358
14840,2003,43965,0.277006266
14841,2004,<5,1.740639507
14842,2004,>70,15.1834302
14843,2004,50-69,16.20584509
14844,2004,43965,0.264546851
14845,2005,<5,1.638049385
14846,2005,>70,14.69797421
14847,2005,50-69,16.03476509
14848,2005,43965,0.252292695
14849,2006,<5,1.501540602
14850,2006,>70,14.33357764
14851,2006,50-69,16.24021445
14852,2006,43965,0.237841535
14853,2007,<5,1.379095121
14854,2007,>70,13.89909418
14855,2007,50-69,16.41263271
14856,2007,43965,0.223038347
14857,2008,<5,1.250941193
14858,2008,>70,13.49104925
14859,2008,50-69,16.65628359
14860,2008,43965,0.20868692
14861,2009,<5,1.138529467
14862,2009,>70,13.06037919
14863,2009,50-69,16.86418497
14864,2009,43965,0.194054253
14865,2010,<5,1.01136514
14866,2010,>70,12.51264661
14867,2010,50-69,16.67455274
14868,2010,43965,0.175295412
14869,2011,<5,0.943680044
14870,2011,>70,12.07630486
14871,2011,50-69,17.02643726
14872,2011,43965,0.161804147
14873,2012,<5,0.889708009
14874,2012,>70,11.67151232
14875,2012,50-69,17.44637675
14876,2012,43965,0.1501632
14877,2013,<5,0.81868186
14878,2013,>70,11.21021671
14879,2013,50-69,17.73082782
14880,2013,43965,0.138327984
14881,2014,<5,0.759514543
14882,2014,>70,10.8129807
14883,2014,50-69,18.01244632
14884,2014,43965,0.128994886
14885,2015,<5,0.728914775
14886,2015,>70,10.5398626
14887,2015,50-69,18.21931937
14888,2015,43965,0.122560474
14889,2016,<5,0.677837909
14890,2016,>70,10.44127112
14891,2016,50-69,18.62222365
14892,2016,43965,0.114607455
14893,2017,<5,0.633335007
14894,2017,>70,10.2674773
14895,2017,50-69,18.60849326
14896,2017,43965,0.108710717
14897,1990,<5,173612.9342
14898,1990,>70,303643.5297
14899,1990,50-69,213375.1104
14900,1990,43965,7416.73925
14901,1991,<5,161271.4981
14902,1991,>70,303588.4416
14903,1991,50-69,209858.2593
14904,1991,43965,7255.05295
14905,1992,<5,146448.1495
14906,1992,>70,304335.9079
14907,1992,50-69,206039.0287
14908,1992,43965,7224.337329
14909,1993,<5,130805.6125
14910,1993,>70,303851.6901
14911,1993,50-69,201489.2406
14912,1993,43965,6909.230862
14913,1994,<5,116580.4897
14914,1994,>70,302930.3477
14915,1994,50-69,196717.1633
14916,1994,43965,6416.071288
14917,1995,<5,104636.7011
14918,1995,>70,299325.0457
14919,1995,50-69,191061.3475
14920,1995,43965,6069.055515
14921,1996,<5,93441.84823
14922,1996,>70,297080.6054
14923,1996,50-69,186591.04
14924,1996,43965,5563.78669
14925,1997,<5,83649.59235
14926,1997,>70,295694.0667
14927,1997,50-69,182164.715
14928,1997,43965,4992.782868
14929,1998,<5,74852.42074
14930,1998,>70,294731.6777
14931,1998,50-69,176745.3092
14932,1998,43965,4335.995621
14933,1999,<5,66334.90305
14934,1999,>70,291181.4361
14935,1999,50-69,172195.8602
14936,1999,43965,3800.601691
14937,2000,<5,58287.37188
14938,2000,>70,291580.1885
14939,2000,50-69,169473.3086
14940,2000,43965,3370.209018
14941,2001,<5,51615.39492
14942,2001,>70,288654.3917
14943,2001,50-69,165255.4812
14944,2001,43965,2969.241717
14945,2002,<5,45891.27337
14946,2002,>70,287929.8498
14947,2002,50-69,163893.095
14948,2002,43965,2492.796624
14949,2003,<5,40777.88655
14950,2003,>70,287432.8744
14951,2003,50-69,162551.5686
14952,2003,43965,2108.920528
14953,2004,<5,36480.70715
14954,2004,>70,283102.5966
14955,2004,50-69,158079.2936
14956,2004,43965,1992.94487
14957,2005,<5,32665.67887
14958,2005,>70,276087.0912
14959,2005,50-69,152719.3117
14960,2005,43965,1873.148255
14961,2006,<5,29298.00508
14962,2006,>70,263738.7549
14963,2006,50-69,145942.5415
14964,2006,43965,1700.656673
14965,2007,<5,26473.42639
14966,2007,>70,256303.2022
14967,2007,50-69,141098.0527
14968,2007,43965,1571.834311
14969,2008,<5,24148.16965
14970,2008,>70,254112.75
14971,2008,50-69,137682.6938
14972,2008,43965,1523.892477
14973,2009,<5,21843.75796
14974,2009,>70,252087.8675
14975,2009,50-69,134906.714
14976,2009,43965,1493.501836
14977,2010,<5,19650.13373
14978,2010,>70,247898.6038
14979,2010,50-69,132459.7996
14980,2010,43965,1421.793718
14981,2011,<5,17681.76997
14982,2011,>70,240111.9436
14983,2011,50-69,130070.8039
14984,2011,43965,1346.274594
14985,2012,<5,15979.39991
14986,2012,>70,236013.9612
14987,2012,50-69,130505.1896
14988,2012,43965,1270.57997
14989,2013,<5,14243.1627
14990,2013,>70,224207.8794
14991,2013,50-69,128362.0126
14992,2013,43965,1173.465766
14993,2014,<5,12774.11501
14994,2014,>70,219656.4183
14995,2014,50-69,129303.589
14996,2014,43965,1081.665746
14997,2015,<5,11227.64363
14998,2015,>70,218709.1331
14999,2015,50-69,130763.0377
15000,2015,43965,990.2137984
15001,2016,<5,9702.939015
15002,2016,>70,221299.3876
15003,2016,50-69,131981.259
15004,2016,43965,917.7746612
15005,2017,<5,8366.882618
15006,2017,>70,211440.9669
15007,2017,50-69,124229.4814
15008,2017,43965,823.695251
15009,1990,<5,119.6044489
15010,1990,>70,1128.295922
15011,1990,50-69,879.2511838
15012,1990,43965,4.432602055
15013,1991,<5,103.466803
15014,1991,>70,1195.517667
15015,1991,50-69,896.3215365
15016,1991,43965,4.61503524
15017,1992,<5,93.8084117
15018,1992,>70,1211.740806
15019,1992,50-69,867.2821931
15020,1992,43965,4.547371639
15021,1993,<5,85.79322363
15022,1993,>70,1288.466266
15023,1993,50-69,917.5703879
15024,1993,43965,4.312870051
15025,1994,<5,81.69602509
15026,1994,>70,1400.162759
15027,1994,50-69,1039.847048
15028,1994,43965,4.643984329
15029,1995,<5,77.40213608
15030,1995,>70,1423.679642
15031,1995,50-69,1077.68315
15032,1995,43965,4.957661102
15033,1996,<5,74.63370665
15034,1996,>70,1360.962689
15035,1996,50-69,1004.341244
15036,1996,43965,4.527211527
15037,1997,<5,72.50565747
15038,1997,>70,1265.009827
15039,1997,50-69,895.2697439
15040,1997,43965,4.173520803
15041,1998,<5,68.78977285
15042,1998,>70,1231.851559
15043,1998,50-69,828.1839621
15044,1998,43965,3.756270074
15045,1999,<5,66.35578602
15046,1999,>70,1250.46608
15047,1999,50-69,807.8529818
15048,1999,43965,3.521972595
15049,2000,<5,61.06902677
15050,2000,>70,1268.611276
15051,2000,50-69,803.182075
15052,2000,43965,3.170826378
15053,2001,<5,53.95149301
15054,2001,>70,1233.101079
15055,2001,50-69,743.5753821
15056,2001,43965,2.619294208
15057,2002,<5,44.70791449
15058,2002,>70,1171.413233
15059,2002,50-69,706.5183123
15060,2002,43965,2.218121071
15061,2003,<5,37.47005935
15062,2003,>70,1112.124405
15063,2003,50-69,660.4991366
15064,2003,43965,1.829784467
15065,2004,<5,30.87195139
15066,2004,>70,1031.657711
15067,2004,50-69,622.6131012
15068,2004,43965,1.532665539
15069,2005,<5,26.01480455
15070,2005,>70,981.4803127
15071,2005,50-69,599.6132243
15072,2005,43965,1.328227248
15073,2006,<5,21.98618773
15074,2006,>70,899.368475
15075,2006,50-69,536.1051721
15076,2006,43965,1.142096886
15077,2007,<5,18.81072673
15078,2007,>70,803.7397901
15079,2007,50-69,470.0398384
15080,2007,43965,0.972441074
15081,2008,<5,15.84277959
15082,2008,>70,724.9367758
15083,2008,50-69,412.8029852
15084,2008,43965,0.817451549
15085,2009,<5,13.25717168
15086,2009,>70,661.0785302
15087,2009,50-69,379.3639324
15088,2009,43965,0.687088066
15089,2010,<5,10.62186776
15090,2010,>70,596.5832608
15091,2010,50-69,344.1348701
15092,2010,43965,0.560678952
15093,2011,<5,8.647797715
15094,2011,>70,498.784934
15095,2011,50-69,274.0009446
15096,2011,43965,0.465023887
15097,2012,<5,7.370257986
15098,2012,>70,458.8206284
15099,2012,50-69,242.5809321
15100,2012,43965,0.435323834
15101,2013,<5,6.341936869
15102,2013,>70,413.3965082
15103,2013,50-69,224.539415
15104,2013,43965,0.416872058
15105,2014,<5,5.67880275
15106,2014,>70,398.1936364
15107,2014,50-69,227.0082353
15108,2014,43965,0.372961883
15109,2015,<5,4.966252399
15110,2015,>70,367.8412769
15111,2015,50-69,220.7118026
15112,2015,43965,0.318787761
15113,2016,<5,4.336006307
15114,2016,>70,323.6871935
15115,2016,50-69,205.1455081
15116,2016,43965,0.312335429
15117,2017,<5,3.577303828
15118,2017,>70,302.2818347
15119,2017,50-69,192.861755
15120,2017,43965,0.280632807
15121,1990,<5,948.0933211
15122,1990,>70,368.7623141
15123,1990,50-69,319.4442722
15124,1990,43965,16.45632268
15125,1991,<5,860.5289399
15126,1991,>70,373.7360911
15127,1991,50-69,329.8790604
15128,1991,43965,16.59925005
15129,1992,<5,783.753571
15130,1992,>70,368.3733833
15131,1992,50-69,324.9518972
15132,1992,43965,21.96941222
15133,1993,<5,715.2027964
15134,1993,>70,366.3094909
15135,1993,50-69,335.7367561
15136,1993,43965,25.00901649
15137,1994,<5,654.8877755
15138,1994,>70,373.7778419
15139,1994,50-69,343.9781794
15140,1994,43965,25.60942858
15141,1995,<5,596.2659182
15142,1995,>70,391.0784972
15143,1995,50-69,357.0089281
15144,1995,43965,25.51309239
15145,1996,<5,540.9878324
15146,1996,>70,393.7301925
15147,1996,50-69,363.7781142
15148,1996,43965,22.63369339
15149,1997,<5,494.6730698
15150,1997,>70,387.8872925
15151,1997,50-69,366.9355513
15152,1997,43965,19.75457714
15153,1998,<5,447.4910874
15154,1998,>70,371.8646653
15155,1998,50-69,366.9519555
15156,1998,43965,15.79916314
15157,1999,<5,405.7587339
15158,1999,>70,352.828459
15159,1999,50-69,365.0598611
15160,1999,43965,12.45245591
15161,2000,<5,371.2569851
15162,2000,>70,331.2378187
15163,2000,50-69,361.0146955
15164,2000,43965,11.08927837
15165,2001,<5,328.0062503
15166,2001,>70,317.5422515
15167,2001,50-69,356.8871326
15168,2001,43965,9.690340079
15169,2002,<5,292.7897415
15170,2002,>70,306.2999141
15171,2002,50-69,347.2996516
15172,2002,43965,8.915712063
15173,2003,<5,262.1265648
15174,2003,>70,297.0256946
15175,2003,50-69,336.8952533
15176,2003,43965,8.470437272
15177,2004,<5,236.8346978
15178,2004,>70,289.5852901
15179,2004,50-69,327.2491568
15180,2004,43965,7.904519103
15181,2005,<5,214.4044306
15182,2005,>70,289.6067886
15183,2005,50-69,319.7395551
15184,2005,43965,7.250418
15185,2006,<5,192.7925514
15186,2006,>70,270.4524675
15187,2006,50-69,309.1508737
15188,2006,43965,6.575419904
15189,2007,<5,174.6770725
15190,2007,>70,251.5486228
15191,2007,50-69,298.6623945
15192,2007,43965,5.98450172
15193,2008,<5,158.2276366
15194,2008,>70,253.9421675
15195,2008,50-69,289.9649201
15196,2008,43965,4.8448577
15197,2009,<5,144.524948
15198,2009,>70,263.447863
15199,2009,50-69,288.6661795
15200,2009,43965,4.268156119
15201,2010,<5,131.0739505
15202,2010,>70,245.2435916
15203,2010,50-69,286.6329647
15204,2010,43965,4.122965076
15205,2011,<5,117.6564418
15206,2011,>70,234.2627298
15207,2011,50-69,276.968187
15208,2011,43965,3.8953994
15209,2012,<5,111.0368893
15210,2012,>70,219.1703
15211,2012,50-69,276.6797674
15212,2012,43965,3.989247742
15213,2013,<5,104.6536238
15214,2013,>70,209.6123692
15215,2013,50-69,270.0823664
15216,2013,43965,3.950322634
15217,2014,<5,99.21505174
15218,2014,>70,205.3279152
15219,2014,50-69,272.1575803
15220,2014,43965,3.983822828
15221,2015,<5,85.92620607
15222,2015,>70,198.3044381
15223,2015,50-69,268.3082986
15224,2015,43965,3.726801706
15225,2016,<5,78.22950429
15226,2016,>70,209.080732
15227,2016,50-69,283.8089418
15228,2016,43965,3.513697793
15229,2017,<5,73.89472986
15230,2017,>70,209.281635
15231,2017,50-69,288.6701834
15232,2017,43965,3.488496112
15233,1990,<5,2.358176707
15234,1990,>70,84.12278933
15235,1990,50-69,60.84480643
15236,1990,43965,0.194992606
15237,1991,<5,1.959573792
15238,1991,>70,81.15373694
15239,1991,50-69,61.4969076
15240,1991,43965,0.17926941
15241,1992,<5,1.936340985
15242,1992,>70,82.19310218
15243,1992,50-69,63.12427029
15244,1992,43965,0.178036323
15245,1993,<5,1.905271754
15246,1993,>70,83.0223259
15247,1993,50-69,65.7259428
15248,1993,43965,0.172813861
15249,1994,<5,1.889056293
15250,1994,>70,84.97587554
